,3
1150,-64.91781
1151,-65.840225
1152,-68.597244
1153,-60.20074
1154,-72.74672
1155,-61.501045
1156,-64.54627
1157,-68.74775
1158,-79.64845
1159,-72.44622
1160,-63.956253
1161,-66.34473
1162,-62.535095
1163,-64.751
1164,-77.26663
1165,-66.34806
1166,-66.31081
1167,-61.189865
1168,-64.95974
1169,-65.121216
1170,-62.231445
1171,-62.936737
1172,-67.4015
1173,-60.420322
1174,-63.579494
1175,-70.841194
1176,-66.3667
1177,-75.85116
1178,-62.768074
1179,-61.585426
1180,-64.79153
1181,-68.4525
1182,-57.18515
1183,-56.140465
1184,-67.39962
1185,-62.59828
1186,-58.355278
1187,-72.56828
1188,-57.093403
1189,-59.407246
1190,-59.77767
1191,-60.10411
1192,-56.70487
1193,-52.02446
1194,-57.3369
1195,-61.526913
1196,-56.493732
1197,-56.203712
1198,-53.107605
1199,-57.289116
1200,-59.42849
1201,-53.470795
1202,-51.311916
1203,-56.477406
1204,-52.11442
1205,-48.85812
1206,-47.242443
1207,-58.049957
1208,-49.820038
1209,-49.43838
1210,-50.53304
1211,-52.39023
1212,-55.116463
1213,-52.59404
1214,-50.629787
1215,-50.461582
1216,-55.706024
1217,-56.523163
1218,-53.077076
1219,-58.468105
1220,-58.00437
1221,-55.110245
1222,-59.2893
1223,-69.53498
1224,-60.64383
1225,-57.857693
1226,-60.54687
1227,-63.127613
1228,-58.692524
1229,-57.775276
1230,-62.798054
1231,-61.89327
1232,-60.071514
1233,-56.57347
1234,-60.727406
1235,-58.523518
1236,-56.502506
1237,-56.038826
1238,-59.71857
1239,-61.9992
1240,-59.782604
1241,-60.2009
1242,-61.181168
1243,-61.519783
1244,-61.69868
1245,-58.661522
1246,-62.904305
1247,-62.521435
1248,-60.680122
1249,-58.219772
1250,-57.53434
1251,-57.309196
1252,-58.854202
1253,-58.605854
1254,-57.427776
1255,-55.3211
1256,-56.23785
1257,-57.463017
1258,-55.544567
1259,-54.513443
1260,-53.239365
1261,-53.665012
